ASX code,Company name,Security type,ISIN code
TZNAJ,TERRAMIN AUSTRALIA.,OPTION EXPIRING 8-MAY-2012 EX $2.43,AU0000TZNAJ2
TZNAL,TERRAMIN AUSTRALIA.,OPTION EXPIRING 17-JUN-2012 EX $3.32,AU0000TZNAL8
TZNAM,TERRAMIN AUSTRALIA.,OPTION EXPIRING 11-NOV-2012 EX $3.74,AU0000TZNAM6
TZNAP,TERRAMIN AUSTRALIA.,OPTION EXPIRING 19-DEC-2012 EX $3.55,AU0000TZNAP9
TZNAR,TERRAMIN AUSTRALIA.,OPTION EXPIRING 23-JAN-2013 EX $2.66,AU0000TZNAR5
TZNAS,TERRAMIN AUSTRALIA.,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TZNAS3
TZNAH,TERRAMIN AUSTRALIA.,OPTION EXPIRING 22-FEB-2012 EX $1.97,AU0000TZNAH6
TZNAK,TERRAMIN AUSTRALIA.,OPTION EXPIRING 09-SEP-2012 EX $2.92,AU0000TZNAK0
TZNAO,TERRAMIN AUSTRALIA.,CONVERTIBLE NOTE MATURING 31-MAR-2013,AU0000TZNAO2
TZNAU,TERRAMIN AUSTRALIA.,UNSECURED RED CONV.NOTE MATURING 23-SEP-2014,AU0000TZNAU9
TZNAW,TERRAMIN AUSTRALIA.,8% UNSECURED RED.CONV.NOTE MATURING 17-SEP-2013,AU0000TZNAW5
TNV,TERRANOVA MINERALS,ORDINARY FULLY PAID,AU000000TNV2
TNVAI,TERRANOVA MINERALS,"ORDINARY PAID TO 1C, 19C UNPAID RESTRICTED",AU0000TNVAI3
TNVAK,TERRANOVA MINERALS,ORDINARY FULLY PAID RESTRICTED,AU0000TNVAK9
TNVAM,TERRANOVA MINERALS,"ORDINARY PAID TO 1C, 19C UNPAID RESTRICTED",AU0000TNVAM5
TTY,TERRITORY RESOURCES,ORDINARY FULLY PAID,AU000000TTY3
TTYAI,TERRITORY RESOURCES,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TTYAI4
TES,TEST SECURITY,TEST SECURITY,AU000000TES7
TXN,TEXON PETROLEUM LTD,ORDINARY FULLY PAID,AU000000TXN8
TXNAI,TEXON PETROLEUM LTD,OPTION EXPIRING 14-FEB-2013 EX 26C,AU0000TXNAI9
TXNAY,TEXON PETROLEUM LTD,OPTION EXPIRING 11-MAY-2012 EX $1.00,AU0000TXNAY6
TYS,TEYS LIMITED,ORDINARY FULLY PAID,AU000000TYS5
TYSO,TEYS LIMITED,OPTION EXPIRING 31-MAY-2011,AU00000TYSO1
TYSOA,TEYS LIMITED,OPTION EXPIRING 31-JAN-2006 DEFERRED,AU0000TYSOA4
TYSAI,TEYS LIMITED,ORDINARY FULLY PAID RESTRICTED,AU0000TYSAI6
TYSAM,TEYS LIMITED,ORDINARY FULLY PAID RESTRICTED,AU0000TYSAM8
TFC,TFS CORPORATION LTD,ORDINARY FULLY PAID,AU000000TFC8
TFCN,TFS CORPORATION LTD,ORDINARY FULLY PAID DEFERRED,AU00000TFCN6
TFCAI,TFS CORPORATION LTD,OPTION EXPIRING 31-DEC-2014 EX $1.80,AU0000TFCAI9
TFCAK,TFS CORPORATION LTD,WARRANT EXPIRING 15-JUL-2018 EX $1.28,AU0000TFCAK5
THG,THAKRAL HOLDINGS GRP,ORDINARY/UNIT FULLY PAID,AU000000THG5
THGAK,THAKRAL HOLDINGS GRP,ORDINARY/UNITS PARTLY PAID STAPLED SECURITY,AU0000THGAK2
TRS,THE REJECT SHOP,ORDINARY FULLY PAID,AU000000TRS9
TRSAK,THE REJECT SHOP,PERFORMANCE RIGHTS EXPIRING 18-AUG-2014,AU0000TRSAK6
TRSAI,THE REJECT SHOP,PERFORMANCE RIGHT EXPIRING VARIOUS DATES EX $1.00,AU0000TRSAI0
TRU,THE TRUST COMP LTD,ORDINARY FULLY PAID,AU000000TRU5
TSM,THINKSMART LIMITED,ORDINARY FULLY PAID,AU000000TSM0
TSMAI,THINKSMART LIMITED,OPTION EXPIRING 31-DEC-2013 EX 62C,AU0000TSMAI1
TSMAS,THINKSMART LIMITED,OPTION EXPIRING 31-DEC-2011 EX $1.38,AU0000TSMAS0
TSMAU,THINKSMART LIMITED,OPTION EXPIRING 31-DEC-2011 EX $3.00,AU0000TSMAU6
TSMAK,THINKSMART LIMITED,OPTION EXPIRING 31-DEC-2014 EX $1.11,AU0000TSMAK7
TSMAY,THINKSMART LIMITED,OPTION EXPIRING 31-DEC-2015 EX 84C,AU0000TSMAY8
TSMAM,THINKSMART LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000TSMAM3
THO,THOMAS & COFFEY,ORDINARY FULLY PAID,AU000000THO9
THON,THOMAS & COFFEY,ORDINARY FULLY PAID DEFERRED,AU00000THON7
THOR,THOMAS & COFFEY,RIGHTS - APPLICATIONS CLOSE 30-MAR-2011,AU00000THOR8
THOAM,THOMAS & COFFEY,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000THOAM2
THOAK,THOMAS & COFFEY,6.0% UNSEC.RED.CONV.NOTE MATURING 07-APR-2015,AU0000THOAK6
TMZ,THOMSON RES LTD,ORDINARY FULLY PAID,AU000000TMZ5
TMZAK,THOMSON RES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000TMZAK2
TMZAU,THOMSON RES LTD,OPTION EXPIRING 19-FEB-2015 EX 30C,AU0000TMZAU1
TMZAY,THOMSON RES LTD,OPTION EXPIRING 19-MAY-2016 EX 30C,AU0000TMZAY3
TMZAI,THOMSON RES LTD,OPTION EXPIRING 19-FEB-2015 RESTRICTED EX 30C,AU0000TMZAI6
TMZAM,THOMSON RES LTD,OPTION EXPIRING 11-DEC-2014 RESTRCITED EX 30C,AU0000TMZAM8
TMZAO,THOMSON RES LTD,OPTION EXPIRING 19-FEB-2015 RESTRICTED EX 30C,AU0000TMZAO4
TMZAQ,THOMSON RES LTD,OPTION EXPIRING 05-MAY-2015 RESTRICTED EX 30C,AU0000TMZAQ9
TMZAS,THOMSON RES LTD,OPTION EXPIRING 17-DEC-2012 RETRICTED EX 25C,AU0000TMZAS5
THR,THOR MINING PLC,CHESS DEPOSITARY INTERESTS 1:1,AU000000THR2
THRO,THOR MINING PLC,OPTION EXPIRING 25-MAR-2012,AU00000THRO8
THRAI,THOR MINING PLC,OPTION EXPIRING 20-DEC-2013 EX 5C,AU0000THRAI3
THRAK,THOR MINING PLC,OPTION EXPIRING 15-SEP-2011 EX 18C,
THRAQ,THOR MINING PLC,OPTION EXPIRING 24-NOV-2013 EX 4C,AU0000THRAQ6
THRAS,THOR MINING PLC,OPTION EXPIRING 13-JUN-2014 EX 3.5C,AU0000THRAS2
TGA,THORN GROUP LIMITED,ORDINARY FULLY PAID,AU000000TGA0
TGAN,THORN GROUP LIMITED,ORDINARY FULLY PAID DEFERRED,AU00000TGAN8
TGAR,THORN GROUP LIMITED,RIGHTS - APPLICATIONS CLOSE 30-JUN-2011,AU00000TGAR9
TGAXX,THORN GROUP LIMITED,SHORTFALL PLACEMENT,AU0000TGAXX2
THX,THUNDELARRA EXPLOR.,ORDINARY FULLY PAID,AU000000THX0
THXOA,THUNDELARRA EXPLOR.,OPTION EXPIRING 29-MAR-2013,AU0000THXOA9
THXAD,THUNDELARRA EXPLOR.,OPTION EXPIRING 31-DEC-2011 EX 47C,AU0000THXAD2
THXAE,THUNDELARRA EXPLOR.,OPTION EXPIRING 28-FEB-2013 EX 50C,AU0000THXAE0
THXAQ,THUNDELARRA EXPLOR.,OPTION EXPIRING 28-FEB-2014 EX 20C,AU0000THXAQ4
THXAW,THUNDELARRA EXPLOR.,OPTION EXPIRING 27-FEB-2016 EX 84C,AU0000THXAW2
THXAI,THUNDELARRA EXPLOR.,OPTION EXPIRING 30-JUN-2014 EX 39C,AU0000THXAI1
THXAM,THUNDELARRA EXPLOR.,OPTION EXPIRING 30-SEP-2012 EX 32C,AU0000THXAM3
THXAO,THUNDELARRA EXPLOR.,OPTION EXPIRING 25-FEB-2015 EX 64C,AU0000THXAO9
THXAS,THUNDELARRA EXPLOR.,OPTION EXPIRING 30-JUN-2012 EX 52C,AU0000THXAS0
THXAU,THUNDELARRA EXPLOR.,OPTION EXPIRING 20-SEP-2013 EX 96C,AU0000THXAU6
TCM,TIARO COAL LIMITED,ORDINARY FULLY PAID,AU000000TCM4
TCMXX,TIARO COAL LIMITED,PLACEMENT,AU0000TCMXX6
TDI,TIDEWATER INVESTMENT,ORDINARY FULLY PAID,AU000000TDI0
TGS,TIGER RESOURCES,ORDINARY FULLY PAID,AU000000TGS2
TGSAI,TIGER RESOURCES,OPTION EXPIRING 16-JUL-2013 EX 18C,AU0000TGSAI3
TGSAK,TIGER RESOURCES,OPTION EXPIRING 30-APR-2013 EX VARIOUS PRICES,AU0000TGSAK9
TGSAM,TIGER RESOURCES,PERFORMANCE RIGHT EXPIRING 02-AUG-2014,AU0000TGSAM5
TGSAO,TIGER RESOURCES,OPTION EXERCISING 01-FEB-2012 EX 30C,AU0000TGSAO1
TGSAQ,TIGER RESOURCES,OPTION EXPIRING 05-MAY-2013 EX 24C,AU0000TGSAQ6
TGSAW,TIGER RESOURCES,OPTION EXPIRING 04-JUN-2013 EX 18C,AU0000TGSAW4
TGSAY,TIGER RESOURCES,OPTION EXPIRING 31-AUG-2011 EX 60C,AU0000TGSAY0
TGSAA,TIGER RESOURCES,OPTION EXPIRING 18-DEC-2012 EX 50C,AU0000TGSAA0
TGSAB,TIGER RESOURCES,OPTION EXPIRING 07-APR-2013 EX 25C,AU0000TGSAB8
TGSAC,TIGER RESOURCES,OPTION EXPIRING 24-JUL-2014 EX 54C,AU0000TGSAC6
TGSAS,TIGER RESOURCES,OPTION EXPIRING 07-DEC-2013 EX 44C,AU0000TGSAS2
TGSAU,TIGER RESOURCES,OPTION EXPIRING 13-FEB-2014 EX 51.5C,AU0000TGSAU8
TGSAZ,TIGER RESOURCES,OPTION EXPIRING 17-MAR-2014 EX 48C,AU0000TGSAZ7
TIG,TIGERS REALM COAL,ORDINARY FULLY PAID,AU000000TIG3
TIGXX,TIGERS REALM COAL,INSTITUTIONAL OFFER,AU0000TIGXX5
TIGYY,TIGERS REALM COAL,BROKER FIRM OFFER,AU0000TIGYY1
TIGAI,TIGERS REALM COAL,ORDINARY FULLY PAID RESTRICTED,AU0000TIGAI4
TIGAK,TIGERS REALM COAL,ORDINARY FULLY PAID RESTRICTED,AU0000TIGAK0
TIGAU,TIGERS REALM COAL,OPTION EXPIRING 23-NOV-2015 EX 7.8C,AU0000TIGAU9
TIGAW,TIGERS REALM COAL,OPTION EXPIRING 02-MAY-2016 EX 42.5C,AU0000TIGAW5
TIGAY,TIGERS REALM COAL,OPTION EXPIRING 20-DEC-2015 EX 19.5C,AU0000TIGAY1
TIGAM,TIGERS REALM COAL,OPTION EXPIRING 23-NOV-2015 RESTRICTED EX 7.8C,AU0000TIGAM6
TIGAO,TIGERS REALM COAL,OPTION EXPIRING 20-DEC-2015 RESTRICTED EX 19.5C,AU0000TIGAO2
TIGAQ,TIGERS REALM COAL,OPTION EXPIRING 01-FEB-2016 RESTRICTED EX 50C,AU0000TIGAQ7
TIGAS,TIGERS REALM COAL,OPTION EXPIRING 17-MAR-2016 RESTRICTED EX 42.5C,AU0000TIGAS3
TIM,TIMBERCORP LIMITED,ORDINARY FULLY PAID,AU000000TIM1
TIMPB,TIMBERCORP LIMITED,6.75% NON-CUMULATIVE RESET PREFERENCE,AU0000TIMPB5
TIMG,TIMBERCORP LIMITED,SUB-ORD.UNSEC.RESET RED.CONV.NTE MAT. 30-NOV-2011,AU00000TIMG3
TIMAI,TIMBERCORP LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TIMAI2
TPR,TIMPETRA RESOURCES,ORDINARY FULLY PAID,AU000000TPR5
TPRAI,TIMPETRA RESOURCES,ORDINARY FULLY PAID RESTRICTED,AU0000TPRAI6
TPRAK,TIMPETRA RESOURCES,OPTION EXPIRING 31-DEC-2013 RESTRICTED EX 20C,AU0000TPRAK2
TPRAM,TIMPETRA RESOURCES,OPTION EXPIRING 30-MAR-2014 RESTRICTED EX 20C,AU0000TPRAM8
TSO,TISHMAN SPEYER,ORDINARY UNITS FULLY PAID,AU000000TSO6
TIS,TISSUE THERAPIES,ORDINARY FULLY PAID,AU000000TIS8
TISN,TISSUE THERAPIES,ORDINARY FULLY PAID DEFERRED,AU00000TISN6
TISAI,TISSUE THERAPIES,OPTION EXPIRING VARIOUS DATES EX 64C,AU0000TISAI9
TISAM,TISSUE THERAPIES,OPTION EXPIRING 31-MAR-2012 EX 26C,AU0000TISAM1
TISAO,TISSUE THERAPIES,OPTION EXPIRING 31-OCT-2012 EX 26C,AU0000TISAO7
TISAQ,TISSUE THERAPIES,OPTION EXPIRING VARIOUS DATES EX 15C,AU0000TISAQ2
TMA,TMA GROUP COMP LTD,ORDINARY FULLY PAID,AU000000TMA8
TMADA,TMA GROUP COMP LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000TMADA0
TMAAI,TMA GROUP COMP LTD,PREFERENCE SHARES,AU0000TMAAI9
TNG,TNG LIMITED,ORDINARY FULLY PAID,AU000000TNG3
TNGAS,TNG LIMITED,OPTION EXPIRING 31-DEC-2011 EX 32C,AU0000TNGAS3
TNGAK,TNG LIMITED,OPTION EXPIRING 15-DEC-2012 EX 15C,AU0000TNGAK0
TNGAY,TNG LIMITED,OPTION EXPIRING 31-AUG-2011 EX 15C,AU0000TNGAY1
TOL,TOLL HOLDINGS LTD,ORDINARY FULLY PAID,AU000000TOL1
TOLAI,TOLL HOLDINGS LTD,OPTION EXPIRING 25-NOV-2013 EX $5.75,AU0000TOLAI2
TOLAK,TOLL HOLDINGS LTD,OPTION EXPIRING 25-NOV-2013 EX $5.75,AU0000TOLAK8
TOLAO,TOLL HOLDINGS LTD,OPTION EXPIRING 12-MAR-2015 EX $8.52,AU0000TOLAO0
TOLAX,TOLL HOLDINGS LTD,OPTION EXPIRING 10-JAN-2013 EX $10.55,AU0000TOLAX1
TOLAQ,TOLL HOLDINGS LTD,OPTION EXPIRING 12-MAR-2015 EX $8.52,AU0000TOLAQ5
TOLAW,TOLL HOLDINGS LTD,OPTION EXPIRING 24-JUL-2011 EX $14.486,AU0000TOLAW3
TOLAY,TOLL HOLDINGS LTD,OPTION EXPIRING 25-JUN-2013 EX $6.32,AU0000TOLAY9
TO2,TOLL OPTION/BASKET,TOLL HOLDINGS - OPTIONS OVER BASKET,AU000000TO27
TEU,TOP END URANIUM LTD,ORDINARY FULLY PAID,AU000000TEU3
TEUAK,TOP END URANIUM LTD,OPTION EXPIRING 28-NOV-2010 EX 20C,AU0000TEUAK0
TEUAM,TOP END URANIUM LTD,OPTION EXPIRING 26-FEB-2012 EX 20C,AU0000TEUAM6
TNR,TORIAN RESOURCES NL,ORDINARY FULLY PAID,AU000000TNR0
TNRN,TORIAN RESOURCES NL,ORDINARY FULLY PAID EX OPTION DEFERRED,AU00000TNRN8
TNROB,TORIAN RESOURCES NL,OPTION EXPIRING 31-JUL-2011,AU0000TNROB7
TNRAI,TORIAN RESOURCES NL,"ORDINARY PARTLY PAID TO 18C, 2C UNPAID",AU0000TNRAI1
TNRAK,TORIAN RESOURCES NL,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TNRAK7
TNRAL,TORIAN RESOURCES NL,OPTION EXPIRING 14-OCT-2013 EX 0.33C,AU0000TNRAL5
TOE,TORO ENERGY LIMITED,ORDINARY FULLY PAID,AU000000TOE6
TOEYY,TORO ENERGY LIMITED,PLACEMENT,AU0000TOEYY4
TOEAB,TORO ENERGY LIMITED,OPTION EXPIRING 13-DEC-2012 EX 61C,AU0000TOEAB2
TOEAD,TORO ENERGY LIMITED,OPTION EXPIRING 02-FEB-2015 EX 22C,AU0000TOEAD8
TOEAI,TORO ENERGY LIMITED,OPTION EXPIRING 18-NOV-2012 EX 73.4C,AU0000TOEAI7
TOEAQ,TORO ENERGY LIMITED,OPTION EXPIRING 31-MAR-2012 EX 45C,AU0000TOEAQ0
TOEAW,TORO ENERGY LIMITED,OPTION EXPIRING 19-NOV-2012 EX 73C,AU0000TOEAW8
TOEAA,TORO ENERGY LIMITED,OPTION EXPIRING 19-MAR-2014 EX 25C,AU0000TOEAA4
TOEAC,TORO ENERGY LIMITED,OPTION EXPIRING 17-DEC-2013 EX 25C,AU0000TOEAC0
TOEAE,TORO ENERGY LIMITED,OPTION EXPIRING 03-JAN-2016 EX 22C,AU0000TOEAE6
TOEAF,TORO ENERGY LIMITED,OPTION EXPIRING 31-JUL-2016 EX 13C,AU0000TOEAF3
TOEAG,TORO ENERGY LIMITED,OPTION EXPIRING 25-AUG-2016 EX 13C,AU0000TOEAG1
TOEAK,TORO ENERGY LIMITED,OPTION EXPIRING 06-AUG-2013 EX 55C,AU0000TOEAK3
TOEAM,TORO ENERGY LIMITED,OPTION EXPIRING 25-MAY-2016 EX VARIOUS PRICES,AU0000TOEAM9
TOEAO,TORO ENERGY LIMITED,OPTION EXPIRING 30-JUN-2016 EX VARIOUS PRICES,AU0000TOEAO5
TOEAS,TORO ENERGY LIMITED,OPTION EXPIRING 26-SEP-2011 EX 65C,AU0000TOEAS6
TOEAU,TORO ENERGY LIMITED,OPTION EXPIRING 11-DEC-2011 EX 88C,AU0000TOEAU2
TOEAY,TORO ENERGY LIMITED,OPTION EXPIRING 18-MAR-2012 EX $1.15,AU0000TOEAY4
TOEAZ,TORO ENERGY LIMITED,OPTION EXPIRING VARIOUS DATES EX $1.21,AU0000TOEAZ1
TRBHA,TORRENS 2009-3 TRUST,CLASS A RMB FRN MAT.14-JAN-2041 MIN.CON.$5HT NC,AU0000TRBHA8
TRPHA,TORRENS 2010-1 TRUST,CLASS A RMB FRN MAT.16-MAY-2042 MIN.CONS.$5HT NC,AU0000TRPHA8
TRKHA,TORRENS 2010-2 TRUST,CLASS A1 RMB FRN MAT.14-SEP-2041 MIN.CONS.$5HT NC,AU3FN0010997
TRKHB,TORRENS 2010-2 TRUST,CLASS A2 RMB FRN MAT.14-SEP-2041 MIN.CONS.$5HT NC,AU3FN0011003
TRKHC,TORRENS 2010-2 TRUST,CLASS A3 RMB FRN MAT.14-SEP-2041 MIN.CONS.$5HT NC,AU3FN0011011
TRKHD,TORRENS 2010-2 TRUST,CLASS A4 RMB FRN MAT.14-SEP-2041 MIN.CONS.$5HT NC,AU3FN0011029
TOAHA,TORRENS 2010-3 TRUST,CLASS A1V RMB FRN MAT.11-DEC-2011 MIN.CONS.$5HT NC,AU0000TOAHA7
TOAHE,TORRENS 2010-3 TRUST,CLASS A5 RMB FRN MAT.11-DEC-2041 MIN.CONS.$5HT NC,AU0000TOAHE9
TOAHF,TORRENS 2010-3 TRUST,CLASS AB RMB FRN MAT.11-DEC-2041 MIN.CONS.$5HT NC,AU0000TOAHF6
TOAHG,TORRENS 2010-3 TRUST,CLASS B1 RMB FRN MAT.11-DEC-2041 MIN.CONS.$5HT NC,AU0000TOAHG4
TOAHC,TORRENS 2010-3 TRUST,CLASS A2 RMB 6.25%MAT.11-DEC-2041 MIN.CONS.$5HT NC,AU0000TOAHC3
TOAHD,TORRENS 2010-3 TRUST,CLASS A3 RMB 6.5% MAT.11-DEC-2041 MIN.CONS.$5HT NC,AU0000TOAHD1
TEY,TORRENS ENERGY,ORDINARY FULLY PAID,AU000000TEY5
TEYN,TORRENS ENERGY,ORDINARY FULLY PAID DEFERRED,AU00000TEYN3
TEYAI,TORRENS ENERGY,OPTION EXPIRING 31-DEC-2012 EX 10C,AU0000TEYAI6
TEYAZ,TORRENS ENERGY,OPTION EXPIRING 24-FEB-2013 EX 40C,AU0000TEYAZ0
TEYAK,TORRENS ENERGY,OPTION EXPIRING 30-JUN-2015 EX 15C,AU0000TEYAK2
TRZHA,TORRENS SRS05-2,CLASS A MORTGAGE BACKED FRN MIN.CONS.$5HT NONCHESS,AU300PTT8019
TRZHB,TORRENS SRS05-2,CLASS B MORTGAGE BACKED FRN MIN.CONS.$5HT NONCHESS,AU300PTT8027
TRRHA,TORRENS TRUST,CLASS A-1 MORTGAGEBACKED FRN MIN.CON.$5HT NONCHESS,AU300PTT5015
TRRHB,TORRENS TRUST,CLASS A-2 MORTGAGE BACKED FRN MIN.CON$5HT NONCHESS,AU300PTT5023
TRRHC,TORRENS TRUST,CLASS B MORTGAGE BACKED FRN MIN.CON $5HT NONCHESS,AU300PTT5031
TRQHA,TORRENS TRUST SR05,FRN CLASS A RMB 19-OCT-2038 MIN.CONS$5HT NONCHESS,AU0000TRQHA6
TRQHB,TORRENS TRUST SR05,FRN CLASS B RMB 19-OCT-2038 MIN.CONS$5HT NONCHESS,AU0000TRQHB4
TRWHB,TORRENS TRUST SRS05,CLASS A-2 MORTGAGE BACKED FRN MIN.CON$5HT NONCHESS,AU300PTT7029
TRWHC,TORRENS TRUST SRS05,CLASS B MORTGAGE BACKED FRN MIN.CON$5HT NONCHESS,AU300PTT7037
TRWHA,TORRENS TRUST SRS05,CLASS A1 MORTGAGE BACKED FRN MIN.CONS$5HT NONCHESS,AU300PTT7011
TRXHA,TORRENS TRUST SRS061,CL.A-1 RMB FRN MAT.14-SEP-2037 MIN.CONS.$5HT N-C,XS0271943978
TRXHB,TORRENS TRUST SRS061,CL.A-2 RMB FRN MAT.14-SEP-2037 MIN.CONS.$5HT N-C,AU3AB0000069
TAL,TOWER AUSTRALIA,ORDINARY FULLY PAID,AU000000TAL0
TWR,TOWER LIMITED,ORDINARY FULLY PAID,NZTWRE0001S3
TWRAI,TOWER LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,
TOX,TOX FREE SOLUTIONS,ORDINARY FULLY PAID,AU000000TOX6
TOXAI,TOX FREE SOLUTIONS,OPTION EXPIRING VARIOUS DATES EMPLOYEE EX VAR.PRI.,AU0000TOXAI7
TPM,TPG TELECOM LIMITED,ORDINARY FULLY PAID,AU000000TPM6
TPL,TPL CORPORATION LTD,ORDINARY FULLY PAID,AU000000TPL8
TPLAK,TPL CORPORATION LTD,OPTION EXPIRING 31-DEC-2012 EX 1C,AU0000TPLAK5
TPLAM,TPL CORPORATION LTD,OPTION EXPIRING 17-MAY-2013 EX 1.6C,AU0000TPLAM1
TPLAO,TPL CORPORATION LTD,OPTION EXPIRING 18-AUG-2015 EX VARIOUS PRICES,AU0000TPLAO7
TGP,TRAFALGAR CORPORATE,STAPLED SECURITIES FULLY PAID,AU000000TGP8
TTI,TRAFFIC TECHNOLOGIES,ORDINARY FULLY PAID,AU000000TTI6
TRF,TRAFFORD RESOURCES,ORDINARY FULLY PAID,AU000000TRF6
TRFO,TRAFFORD RESOURCES,OPTION EXPIRING 31-JUL-2012,AU00000TRFO2
TRFAK,TRAFFORD RESOURCES,OPTION EXPIRING 28-NOV-2013 EX 56C,AU0000TRFAK3
TRFAM,TRAFFORD RESOURCES,OPTION EXPIRING 28-NOV-2012 EX VARIOUS PRICES,AU0000TRFAM9
TRFAZ,TRAFFORD RESOURCES,OPTION EXPIRING 27-NOV-2011 EX $1.6603,AU0000TRFAZ1
TRFAO,TRAFFORD RESOURCES,OPTION EXPIRING 10-MAR-2014 EX 11.03C,AU0000TRFAO5
TKL,TRAKA RESOURCES,ORDINARY FULLY PAID,AU000000TKL9
TKLAI,TRAKA RESOURCES,OPTION EXPIRING 10-DEC-2011 EX 10C,AU0000TKLAI0
TKLAK,TRAKA RESOURCES,OPTION EXPIRING 17-NOV-2013 EX 21.25C,AU0000TKLAK6
TKLAU,TRAKA RESOURCES,OPTION EXPIRING 28-DEC-2011 EX 20C,AU0000TKLAU5
TKLAY,TRAKA RESOURCES,OPTION EXPIRING 05-APR-2012 EX 25C,AU0000TKLAY7
TSN,TRANSACTION LTD,ORDINARY FULLY PAID,AU000000TSN8
TSNAI,TRANSACTION LTD,OPTION EXPIRING 30-NOV-2011 EX 4.5C,AU0000TSNAI9
TSNAK,TRANSACTION LTD,OPTION EXPIRING 30-NOV-2012 EX 4.5C,AU0000TSNAK5
TSNAO,TRANSACTION LTD,OPTION EXPIRING 31-OCT-2014 EX 4C,AU0000TSNAO7
TSNAQ,TRANSACTION LTD,OPTION EXPIRING 22-FEB-2015 EX 4C,AU0000TSNAQ2
TSV,TRANSERV ENERGY LTD,ORDINARY FULLY PAID,AU000000TSV1
TSVAI,TRANSERV ENERGY LTD,OPTION EXPIRING 31-DEC-2014 EX 4C,AU0000TSVAI2
TSVAK,TRANSERV ENERGY LTD,OPTION EXPIRING 22-MAR-2015 EX 1.5C,AU0000TSVAK8
TSVAO,TRANSERV ENERGY LTD,OPTION EXPIRING 30-JUN-2015 EX 3.2C,AU0000TSVAO0
TSI,TRANSFIELD SERV INFR,UNITS/ORDINARY FULLY PAID STAPLED SECURITIES,AU000000TSI8
TSIAI,TRANSFIELD SERV INFR,UNITS/ORDINARY FULLY PAID STAPLED SECURITIES DEF,AU0000TSIAI9
TSE,TRANSFIELD SERVICES,ORDINARY FULLY PAID,AU000000TSE7
TSEXX,TRANSFIELD SERVICES,INSTITUTIONAL OFFER,AU0000TSEXX9
TSEAI,TRANSFIELD SERVICES,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TSEAI8
TSEAK,TRANSFIELD SERVICES,ORDINARY FULLY PAID DEFERRED,AU0000TSEAK4
TRH,TRANSIT HOLDINGS,ORDINARY FULLY PAID,AU000000TRH2
TRHXX,TRANSIT HOLDINGS,PLACEMENT,AU0000TRHXX4
TRHYY,TRANSIT HOLDINGS,CONDITIONAL PLACEMENT,AU0000TRHYY0
TRHAM,TRANSIT HOLDINGS,CLASS C CONVERTING SHARES,AU0000TRHAM5
TRHAI,TRANSIT HOLDINGS,OPTION EXPIRING 31-JUL-2014 EX VARIOUS PRICES,AU0000TRHAI3
TRHAQ,TRANSIT HOLDINGS,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TRHAQ6
TRHAO,TRANSIT HOLDINGS,OPTION EXPIRING 31-DEC-2012 EX 40C,AU0000TRHAO1
TCO,TRANSMETRO CORP. LTD,ORDINARY FULLY PAID,AU000000TCO0
TNC,TRANSOL CORPORATION,ORDINARY FULLY PAID,AU000000TNC2
TNCN,TRANSOL CORPORATION,ORDINARY FULLY PAID DEFERRED,AU00000TNCN0
TNCDB,TRANSOL CORPORATION,OPTION EXPIRING 31-MAY-06 DEFERRED SETTLEMENT,AU0000TNCDB2
TNCO,TRANSOL CORPORATION,OPTION EXPIRING 15-AUG-2007 DEFERRED,AU00000TNCO8
TNCOA,TRANSOL CORPORATION,OPTION EXPIRING 31-MAY-2011,AU0000TNCOA1
TNCOB,TRANSOL CORPORATION,OPTION EXPIRING 20-DEC-2014,AU0000TNCOB9
TNCAF,TRANSOL CORPORATION,OPTION EXPIRING 30-NOV-2012 EX 2C,AU0000TNCAF9
TNCAI,TRANSOL CORPORATION,ORDINARY FULLY PAID DEFERRED,AU0000TNCAI3
TPI,TRANSPACIFIC INDUST.,ORDINARY FULLY PAID,AU000000TPI4
TPIAO,TRANSPACIFIC INDUST.,PERFORMANCE RIGHTS,AU0000TPIAO3
TPIAK,TRANSPACIFIC INDUST.,6.75% SECURED REDEEMABLE CONVERTIBLE NOTE,AU0000TPIAK1
TPAPA,TRANSPACIFIC SPS,NON-CUMULATIVE UNSEC.STEP-UP PREFERENCE,AU0000TPAPA7
TCL,TRANSURBAN GROUP,ORDINARY SHARES/UNITS FULLY PAID TRIPLE STAPLED,AU000000TCL6
TCLAI,TRANSURBAN GROUP,ORD SHARES/UNITS FULLY PAID TRIPLE STAPLED DEF,AU0000TCLAI7
TFS,TRANZACT FIN.SERVICE,ORDINARY FULLY PAID,AU000000TFS4
